Threshold, n_features, performance_score
Thresh=0.0024, n=138, Accuracy: 0.847
Thresh=0.0024, n=138, Precision: 0.079
Thresh=0.0024, n=138, Recall: 0.812
Thresh=0.0024, n=138, F1 score: 0.143
Thresh=0.0024, n=138, AUROC score: 0.830
Thresh=0.0025, n=132, Accuracy: 0.861
Thresh=0.0025, n=132, Precision: 0.083
Thresh=0.0025, n=132, Recall: 0.781
Thresh=0.0025, n=132, F1 score: 0.150
Thresh=0.0025, n=132, AUROC score: 0.822
Thresh=0.0026, n=125, Accuracy: 0.861
Thresh=0.0026, n=125, Precision: 0.083
Thresh=0.0026, n=125, Recall: 0.781
Thresh=0.0026, n=125, F1 score: 0.150
Thresh=0.0026, n=125, AUROC score: 0.822
Thresh=0.0027, n=118, Accuracy: 0.848
Thresh=0.0027, n=118, Precision: 0.076
Thresh=0.0027, n=118, Recall: 0.781
Thresh=0.0027, n=118, F1 score: 0.139
Thresh=0.0027, n=118, AUROC score: 0.815
Thresh=0.0028, n=112, Accuracy: 0.855
Thresh=0.0028, n=112, Precision: 0.080
Thresh=0.0028, n=112, Recall: 0.781
Thresh=0.0028, n=112, F1 score: 0.145
Thresh=0.0028, n=112, AUROC score: 0.819
Thresh=0.0029, n=105, Accuracy: 0.854
Thresh=0.0029, n=105, Precision: 0.077
Thresh=0.0029, n=105, Recall: 0.750
Thresh=0.0029, n=105, F1 score: 0.139
Thresh=0.0029, n=105, AUROC score: 0.803
Thresh=0.0030, n=102, Accuracy: 0.848
Thresh=0.0030, n=102, Precision: 0.076
Thresh=0.0030, n=102, Recall: 0.781
Thresh=0.0030, n=102, F1 score: 0.139
Thresh=0.0030, n=102, AUROC score: 0.815
Thresh=0.0031, n=97, Accuracy: 0.839
Thresh=0.0031, n=97, Precision: 0.070
Thresh=0.0031, n=97, Recall: 0.750
Thresh=0.0031, n=97, F1 score: 0.128
Thresh=0.0031, n=97, AUROC score: 0.795
Thresh=0.0032, n=93, Accuracy: 0.848
Thresh=0.0032, n=93, Precision: 0.074
Thresh=0.0032, n=93, Recall: 0.750
Thresh=0.0032, n=93, F1 score: 0.134
Thresh=0.0032, n=93, AUROC score: 0.800
Thresh=0.0033, n=89, Accuracy: 0.851
Thresh=0.0033, n=89, Precision: 0.075
Thresh=0.0033, n=89, Recall: 0.750
Thresh=0.0033, n=89, F1 score: 0.136
Thresh=0.0033, n=89, AUROC score: 0.801
Thresh=0.0034, n=85, Accuracy: 0.833
Thresh=0.0034, n=85, Precision: 0.070
Thresh=0.0034, n=85, Recall: 0.781
Thresh=0.0034, n=85, F1 score: 0.128
Thresh=0.0034, n=85, AUROC score: 0.808
Thresh=0.0035, n=80, Accuracy: 0.852
Thresh=0.0035, n=80, Precision: 0.075
Thresh=0.0035, n=80, Recall: 0.750
Thresh=0.0035, n=80, F1 score: 0.137
Thresh=0.0035, n=80, AUROC score: 0.802
Thresh=0.0036, n=76, Accuracy: 0.847
Thresh=0.0036, n=76, Precision: 0.076
Thresh=0.0036, n=76, Recall: 0.781
Thresh=0.0036, n=76, F1 score: 0.139
Thresh=0.0036, n=76, AUROC score: 0.815
Thresh=0.0037, n=74, Accuracy: 0.847
Thresh=0.0037, n=74, Precision: 0.076
Thresh=0.0037, n=74, Recall: 0.781
Thresh=0.0037, n=74, F1 score: 0.139
Thresh=0.0037, n=74, AUROC score: 0.815
Thresh=0.0038, n=68, Accuracy: 0.846
Thresh=0.0038, n=68, Precision: 0.076
Thresh=0.0038, n=68, Recall: 0.781
Thresh=0.0038, n=68, F1 score: 0.138
Thresh=0.0038, n=68, AUROC score: 0.814
Thresh=0.0039, n=64, Accuracy: 0.833
Thresh=0.0039, n=64, Precision: 0.070
Thresh=0.0039, n=64, Recall: 0.781
Thresh=0.0039, n=64, F1 score: 0.128
Thresh=0.0039, n=64, AUROC score: 0.808
Thresh=0.0040, n=62, Accuracy: 0.828
Thresh=0.0040, n=62, Precision: 0.068
Thresh=0.0040, n=62, Recall: 0.781
Thresh=0.0040, n=62, F1 score: 0.125
Thresh=0.0040, n=62, AUROC score: 0.805
Thresh=0.0041, n=58, Accuracy: 0.836
Thresh=0.0041, n=58, Precision: 0.071
Thresh=0.0041, n=58, Recall: 0.781
Thresh=0.0041, n=58, F1 score: 0.131
Thresh=0.0041, n=58, AUROC score: 0.809
Thresh=0.0042, n=55, Accuracy: 0.847
Thresh=0.0042, n=55, Precision: 0.076
Thresh=0.0042, n=55, Recall: 0.781
Thresh=0.0042, n=55, F1 score: 0.138
Thresh=0.0042, n=55, AUROC score: 0.815
Thresh=0.0043, n=55, Accuracy: 0.839
Thresh=0.0043, n=55, Precision: 0.072
Thresh=0.0043, n=55, Recall: 0.781
Thresh=0.0043, n=55, F1 score: 0.133
Thresh=0.0043, n=55, AUROC score: 0.811
Thresh=0.0044, n=52, Accuracy: 0.844
Thresh=0.0044, n=52, Precision: 0.074
Thresh=0.0044, n=52, Recall: 0.781
Thresh=0.0044, n=52, F1 score: 0.136
Thresh=0.0044, n=52, AUROC score: 0.813
Thresh=0.0045, n=51, Accuracy: 0.846
Thresh=0.0045, n=51, Precision: 0.075
Thresh=0.0045, n=51, Recall: 0.781
Thresh=0.0045, n=51, F1 score: 0.137
Thresh=0.0045, n=51, AUROC score: 0.814
Thresh=0.0046, n=48, Accuracy: 0.840
Thresh=0.0046, n=48, Precision: 0.073
Thresh=0.0046, n=48, Recall: 0.781
Thresh=0.0046, n=48, F1 score: 0.133
Thresh=0.0046, n=48, AUROC score: 0.811
Thresh=0.0047, n=46, Accuracy: 0.841
Thresh=0.0047, n=46, Precision: 0.073
Thresh=0.0047, n=46, Recall: 0.781
Thresh=0.0047, n=46, F1 score: 0.134
Thresh=0.0047, n=46, AUROC score: 0.812
Thresh=0.0048, n=42, Accuracy: 0.843
Thresh=0.0048, n=42, Precision: 0.074
Thresh=0.0048, n=42, Recall: 0.781
Thresh=0.0048, n=42, F1 score: 0.135
Thresh=0.0048, n=42, AUROC score: 0.813
Thresh=0.0049, n=41, Accuracy: 0.854
Thresh=0.0049, n=41, Precision: 0.077
Thresh=0.0049, n=41, Recall: 0.750
Thresh=0.0049, n=41, F1 score: 0.139
Thresh=0.0049, n=41, AUROC score: 0.803
Thresh=0.0050, n=38, Accuracy: 0.837
Thresh=0.0050, n=38, Precision: 0.071
Thresh=0.0050, n=38, Recall: 0.781
Thresh=0.0050, n=38, F1 score: 0.131
Thresh=0.0050, n=38, AUROC score: 0.810
Thresh=0.0051, n=35, Accuracy: 0.839
Thresh=0.0051, n=35, Precision: 0.072
Thresh=0.0051, n=35, Recall: 0.781
Thresh=0.0051, n=35, F1 score: 0.133
Thresh=0.0051, n=35, AUROC score: 0.811
Thresh=0.0052, n=31, Accuracy: 0.843
Thresh=0.0052, n=31, Precision: 0.074
Thresh=0.0052, n=31, Recall: 0.781
Thresh=0.0052, n=31, F1 score: 0.136
Thresh=0.0052, n=31, AUROC score: 0.813
Thresh=0.0053, n=29, Accuracy: 0.849
Thresh=0.0053, n=29, Precision: 0.077
Thresh=0.0053, n=29, Recall: 0.781
Thresh=0.0053, n=29, F1 score: 0.140
Thresh=0.0053, n=29, AUROC score: 0.816
Thresh=0.0054, n=27, Accuracy: 0.854
Thresh=0.0054, n=27, Precision: 0.082
Thresh=0.0054, n=27, Recall: 0.812
Thresh=0.0054, n=27, F1 score: 0.149
Thresh=0.0054, n=27, AUROC score: 0.833
Thresh=0.0055, n=24, Accuracy: 0.844
Thresh=0.0055, n=24, Precision: 0.075
Thresh=0.0055, n=24, Recall: 0.781
Thresh=0.0055, n=24, F1 score: 0.136
Thresh=0.0055, n=24, AUROC score: 0.813
Thresh=0.0056, n=23, Accuracy: 0.857
Thresh=0.0056, n=23, Precision: 0.081
Thresh=0.0056, n=23, Recall: 0.781
Thresh=0.0056, n=23, F1 score: 0.146
Thresh=0.0056, n=23, AUROC score: 0.820
Thresh=0.0059, n=22, Accuracy: 0.847
Thresh=0.0059, n=22, Precision: 0.076
Thresh=0.0059, n=22, Recall: 0.781
Thresh=0.0059, n=22, F1 score: 0.139
Thresh=0.0059, n=22, AUROC score: 0.815
Thresh=0.0060, n=21, Accuracy: 0.848
Thresh=0.0060, n=21, Precision: 0.079
Thresh=0.0060, n=21, Recall: 0.812
Thresh=0.0060, n=21, F1 score: 0.144
Thresh=0.0060, n=21, AUROC score: 0.831
Thresh=0.0061, n=20, Accuracy: 0.835
Thresh=0.0061, n=20, Precision: 0.071
Thresh=0.0061, n=20, Recall: 0.781
Thresh=0.0061, n=20, F1 score: 0.130
Thresh=0.0061, n=20, AUROC score: 0.809
Thresh=0.0062, n=18, Accuracy: 0.842
Thresh=0.0062, n=18, Precision: 0.076
Thresh=0.0062, n=18, Recall: 0.812
Thresh=0.0062, n=18, F1 score: 0.139
Thresh=0.0062, n=18, AUROC score: 0.828
Thresh=0.0064, n=17, Accuracy: 0.861
Thresh=0.0064, n=17, Precision: 0.083
Thresh=0.0064, n=17, Recall: 0.781
Thresh=0.0064, n=17, F1 score: 0.151
Thresh=0.0064, n=17, AUROC score: 0.822
Thresh=0.0065, n=15, Accuracy: 0.842
Thresh=0.0065, n=15, Precision: 0.074
Thresh=0.0065, n=15, Recall: 0.781
Thresh=0.0065, n=15, F1 score: 0.135
Thresh=0.0065, n=15, AUROC score: 0.812
Thresh=0.0068, n=13, Accuracy: 0.849
Thresh=0.0068, n=13, Precision: 0.074
Thresh=0.0068, n=13, Recall: 0.750
Thresh=0.0068, n=13, F1 score: 0.135
Thresh=0.0068, n=13, AUROC score: 0.800
Thresh=0.0069, n=12, Accuracy: 0.789
Thresh=0.0069, n=12, Precision: 0.056
Thresh=0.0069, n=12, Recall: 0.781
Thresh=0.0069, n=12, F1 score: 0.104
Thresh=0.0069, n=12, AUROC score: 0.785
Thresh=0.0074, n=10, Accuracy: 0.791
Thresh=0.0074, n=10, Precision: 0.054
Thresh=0.0074, n=10, Recall: 0.750
Thresh=0.0074, n=10, F1 score: 0.101
Thresh=0.0074, n=10, AUROC score: 0.771
Thresh=0.0078, n=9, Accuracy: 0.786
Thresh=0.0078, n=9, Precision: 0.055
Thresh=0.0078, n=9, Recall: 0.781
Thresh=0.0078, n=9, F1 score: 0.103
Thresh=0.0078, n=9, AUROC score: 0.784
Thresh=0.0079, n=8, Accuracy: 0.787
Thresh=0.0079, n=8, Precision: 0.055
Thresh=0.0079, n=8, Recall: 0.781
Thresh=0.0079, n=8, F1 score: 0.103
Thresh=0.0079, n=8, AUROC score: 0.784
Thresh=0.0085, n=7, Accuracy: 0.787
Thresh=0.0085, n=7, Precision: 0.055
Thresh=0.0085, n=7, Recall: 0.781
Thresh=0.0085, n=7, F1 score: 0.103
Thresh=0.0085, n=7, AUROC score: 0.784
Thresh=0.0087, n=6, Accuracy: 0.815
Thresh=0.0087, n=6, Precision: 0.059
Thresh=0.0087, n=6, Recall: 0.719
Thresh=0.0087, n=6, F1 score: 0.109
Thresh=0.0087, n=6, AUROC score: 0.768
Thresh=0.0089, n=4, Accuracy: 0.957
Thresh=0.0089, n=4, Precision: 0.100
Thresh=0.0089, n=4, Recall: 0.219
Thresh=0.0089, n=4, F1 score: 0.137
Thresh=0.0089, n=4, AUROC score: 0.594
Thresh=0.0121, n=4, Accuracy: 0.957
Thresh=0.0121, n=4, Precision: 0.100
Thresh=0.0121, n=4, Recall: 0.219
Thresh=0.0121, n=4, F1 score: 0.137
Thresh=0.0121, n=4, AUROC score: 0.594
Thresh=0.0136, n=2, Accuracy: 0.957
Thresh=0.0136, n=2, Precision: 0.088
Thresh=0.0136, n=2, Recall: 0.188
Thresh=0.0136, n=2, F1 score: 0.120
Thresh=0.0136, n=2, AUROC score: 0.578
Thresh=0.0137, n=2, Accuracy: 0.957
Thresh=0.0137, n=2, Precision: 0.088
Thresh=0.0137, n=2, Recall: 0.188
Thresh=0.0137, n=2, F1 score: 0.120
Thresh=0.0137, n=2, AUROC score: 0.578
Thresh=0.0000, n=2086, Accuracy: 0.856
Thresh=0.0000, n=2086, Precision: 0.083
Thresh=0.0000, n=2086, Recall: 0.812
Thresh=0.0000, n=2086, F1 score: 0.150
Thresh=0.0000, n=2086, AUROC score: 0.834
Thresh=0.0001, n=501, Accuracy: 0.862
Thresh=0.0001, n=501, Precision: 0.086
Thresh=0.0001, n=501, Recall: 0.812
Thresh=0.0001, n=501, F1 score: 0.156
Thresh=0.0001, n=501, AUROC score: 0.837
Thresh=0.0002, n=497, Accuracy: 0.866
Thresh=0.0002, n=497, Precision: 0.095
Thresh=0.0002, n=497, Recall: 0.875
Thresh=0.0002, n=497, F1 score: 0.171
Thresh=0.0002, n=497, AUROC score: 0.871
Thresh=0.0003, n=489, Accuracy: 0.865
Thresh=0.0003, n=489, Precision: 0.093
Thresh=0.0003, n=489, Recall: 0.875
Thresh=0.0003, n=489, F1 score: 0.169
Thresh=0.0003, n=489, AUROC score: 0.870
Thresh=0.0004, n=466, Accuracy: 0.868
Thresh=0.0004, n=466, Precision: 0.093
Thresh=0.0004, n=466, Recall: 0.844
Thresh=0.0004, n=466, F1 score: 0.167
Thresh=0.0004, n=466, AUROC score: 0.856
Thresh=0.0005, n=446, Accuracy: 0.862
Thresh=0.0005, n=446, Precision: 0.086
Thresh=0.0005, n=446, Recall: 0.812
Thresh=0.0005, n=446, F1 score: 0.156
Thresh=0.0005, n=446, AUROC score: 0.837
Thresh=0.0006, n=421, Accuracy: 0.861
Thresh=0.0006, n=421, Precision: 0.089
Thresh=0.0006, n=421, Recall: 0.844
Thresh=0.0006, n=421, F1 score: 0.160
Thresh=0.0006, n=421, AUROC score: 0.853
Thresh=0.0007, n=401, Accuracy: 0.866
Thresh=0.0007, n=401, Precision: 0.089
Thresh=0.0007, n=401, Recall: 0.812
Thresh=0.0007, n=401, F1 score: 0.160
Thresh=0.0007, n=401, AUROC score: 0.840
Thresh=0.0008, n=377, Accuracy: 0.865
Thresh=0.0008, n=377, Precision: 0.093
Thresh=0.0008, n=377, Recall: 0.875
Thresh=0.0008, n=377, F1 score: 0.169
Thresh=0.0008, n=377, AUROC score: 0.870
Thresh=0.0009, n=349, Accuracy: 0.865
Thresh=0.0009, n=349, Precision: 0.091
Thresh=0.0009, n=349, Recall: 0.844
Thresh=0.0009, n=349, F1 score: 0.164
Thresh=0.0009, n=349, AUROC score: 0.855
Thresh=0.0010, n=329, Accuracy: 0.864
Thresh=0.0010, n=329, Precision: 0.087
Thresh=0.0010, n=329, Recall: 0.812
Thresh=0.0010, n=329, F1 score: 0.158
Thresh=0.0010, n=329, AUROC score: 0.838
Thresh=0.0011, n=292, Accuracy: 0.860
Thresh=0.0011, n=292, Precision: 0.088
Thresh=0.0011, n=292, Recall: 0.844
Thresh=0.0011, n=292, F1 score: 0.159
Thresh=0.0011, n=292, AUROC score: 0.852
Thresh=0.0012, n=274, Accuracy: 0.875
Thresh=0.0012, n=274, Precision: 0.095
Thresh=0.0012, n=274, Recall: 0.812
Thresh=0.0012, n=274, F1 score: 0.170
Thresh=0.0012, n=274, AUROC score: 0.844
Thresh=0.0013, n=257, Accuracy: 0.866
Thresh=0.0013, n=257, Precision: 0.095
Thresh=0.0013, n=257, Recall: 0.875
Thresh=0.0013, n=257, F1 score: 0.171
Thresh=0.0013, n=257, AUROC score: 0.871
Thresh=0.0014, n=242, Accuracy: 0.871
Thresh=0.0014, n=242, Precision: 0.098
Thresh=0.0014, n=242, Recall: 0.875
Thresh=0.0014, n=242, F1 score: 0.176
Thresh=0.0014, n=242, AUROC score: 0.873
Thresh=0.0015, n=228, Accuracy: 0.870
Thresh=0.0015, n=228, Precision: 0.094
Thresh=0.0015, n=228, Recall: 0.844
Thresh=0.0015, n=228, F1 score: 0.170
Thresh=0.0015, n=228, AUROC score: 0.857
Thresh=0.0016, n=215, Accuracy: 0.866
Thresh=0.0016, n=215, Precision: 0.086
Thresh=0.0016, n=215, Recall: 0.781
Thresh=0.0016, n=215, F1 score: 0.155
Thresh=0.0016, n=215, AUROC score: 0.825
Thresh=0.0017, n=203, Accuracy: 0.868
Thresh=0.0017, n=203, Precision: 0.090
Thresh=0.0017, n=203, Recall: 0.812
Thresh=0.0017, n=203, F1 score: 0.162
Thresh=0.0017, n=203, AUROC score: 0.841
Thresh=0.0018, n=195, Accuracy: 0.872
Thresh=0.0018, n=195, Precision: 0.096
Thresh=0.0018, n=195, Recall: 0.844
Thresh=0.0018, n=195, F1 score: 0.172
Thresh=0.0018, n=195, AUROC score: 0.858
Thresh=0.0019, n=185, Accuracy: 0.874
Thresh=0.0019, n=185, Precision: 0.094
Thresh=0.0019, n=185, Recall: 0.812
Thresh=0.0019, n=185, F1 score: 0.168
Thresh=0.0019, n=185, AUROC score: 0.844
Thresh=0.0020, n=174, Accuracy: 0.865
Thresh=0.0020, n=174, Precision: 0.088
Thresh=0.0020, n=174, Recall: 0.812
Thresh=0.0020, n=174, F1 score: 0.159
Thresh=0.0020, n=174, AUROC score: 0.839
Thresh=0.0021, n=165, Accuracy: 0.870
Thresh=0.0021, n=165, Precision: 0.091
Thresh=0.0021, n=165, Recall: 0.812
Thresh=0.0021, n=165, F1 score: 0.164
Thresh=0.0021, n=165, AUROC score: 0.842
Thresh=0.0022, n=155, Accuracy: 0.865
Thresh=0.0022, n=155, Precision: 0.091
Thresh=0.0022, n=155, Recall: 0.844
Thresh=0.0022, n=155, F1 score: 0.165
Thresh=0.0022, n=155, AUROC score: 0.855
Thresh=0.0023, n=147, Accuracy: 0.861
Thresh=0.0023, n=147, Precision: 0.086
Thresh=0.0023, n=147, Recall: 0.812
Thresh=0.0023, n=147, F1 score: 0.155
Thresh=0.0023, n=147, AUROC score: 0.837
Thresh=0.0024, n=141, Accuracy: 0.864
Thresh=0.0024, n=141, Precision: 0.093
Thresh=0.0024, n=141, Recall: 0.875
Thresh=0.0024, n=141, F1 score: 0.168
Thresh=0.0024, n=141, AUROC score: 0.869
Thresh=0.0025, n=136, Accuracy: 0.866
Thresh=0.0025, n=136, Precision: 0.089
Thresh=0.0025, n=136, Recall: 0.812
Thresh=0.0025, n=136, F1 score: 0.160
Thresh=0.0025, n=136, AUROC score: 0.840
Thresh=0.0026, n=128, Accuracy: 0.866
Thresh=0.0026, n=128, Precision: 0.089
Thresh=0.0026, n=128, Recall: 0.812
Thresh=0.0026, n=128, F1 score: 0.160
Thresh=0.0026, n=128, AUROC score: 0.840
Thresh=0.0027, n=121, Accuracy: 0.866
Thresh=0.0027, n=121, Precision: 0.092
Thresh=0.0027, n=121, Recall: 0.844
Thresh=0.0027, n=121, F1 score: 0.165
Thresh=0.0027, n=121, AUROC score: 0.855
Thresh=0.0028, n=115, Accuracy: 0.853
Thresh=0.0028, n=115, Precision: 0.084
Thresh=0.0028, n=115, Recall: 0.844
Thresh=0.0028, n=115, F1 score: 0.153
Thresh=0.0028, n=115, AUROC score: 0.849
Thresh=0.0029, n=111, Accuracy: 0.858
Thresh=0.0029, n=111, Precision: 0.087
Thresh=0.0029, n=111, Recall: 0.844
Thresh=0.0029, n=111, F1 score: 0.157
Thresh=0.0029, n=111, AUROC score: 0.851
Thresh=0.0030, n=103, Accuracy: 0.871
Thresh=0.0030, n=103, Precision: 0.092
Thresh=0.0030, n=103, Recall: 0.812
Thresh=0.0030, n=103, F1 score: 0.165
Thresh=0.0030, n=103, AUROC score: 0.842
Thresh=0.0031, n=100, Accuracy: 0.844
Thresh=0.0031, n=100, Precision: 0.079
Thresh=0.0031, n=100, Recall: 0.844
Thresh=0.0031, n=100, F1 score: 0.145
Thresh=0.0031, n=100, AUROC score: 0.844
Thresh=0.0032, n=97, Accuracy: 0.839
Thresh=0.0032, n=97, Precision: 0.077
Thresh=0.0032, n=97, Recall: 0.844
Thresh=0.0032, n=97, F1 score: 0.141
Thresh=0.0032, n=97, AUROC score: 0.841
Thresh=0.0033, n=88, Accuracy: 0.851
Thresh=0.0033, n=88, Precision: 0.078
Thresh=0.0033, n=88, Recall: 0.781
Thresh=0.0033, n=88, F1 score: 0.142
Thresh=0.0033, n=88, AUROC score: 0.817
Thresh=0.0034, n=82, Accuracy: 0.841
Thresh=0.0034, n=82, Precision: 0.073
Thresh=0.0034, n=82, Recall: 0.781
Thresh=0.0034, n=82, F1 score: 0.134
Thresh=0.0034, n=82, AUROC score: 0.812
Thresh=0.0035, n=74, Accuracy: 0.845
Thresh=0.0035, n=74, Precision: 0.075
Thresh=0.0035, n=74, Recall: 0.781
Thresh=0.0035, n=74, F1 score: 0.137
Thresh=0.0035, n=74, AUROC score: 0.814
Thresh=0.0036, n=70, Accuracy: 0.850
Thresh=0.0036, n=70, Precision: 0.077
Thresh=0.0036, n=70, Recall: 0.781
Thresh=0.0036, n=70, F1 score: 0.140
Thresh=0.0036, n=70, AUROC score: 0.816
Thresh=0.0037, n=69, Accuracy: 0.838
Thresh=0.0037, n=69, Precision: 0.072
Thresh=0.0037, n=69, Recall: 0.781
Thresh=0.0037, n=69, F1 score: 0.131
Thresh=0.0037, n=69, AUROC score: 0.810
Thresh=0.0038, n=68, Accuracy: 0.836
Thresh=0.0038, n=68, Precision: 0.071
Thresh=0.0038, n=68, Recall: 0.781
Thresh=0.0038, n=68, F1 score: 0.130
Thresh=0.0038, n=68, AUROC score: 0.809
Thresh=0.0039, n=64, Accuracy: 0.843
Thresh=0.0039, n=64, Precision: 0.074
Thresh=0.0039, n=64, Recall: 0.781
Thresh=0.0039, n=64, F1 score: 0.135
Thresh=0.0039, n=64, AUROC score: 0.813
Thresh=0.0040, n=62, Accuracy: 0.862
Thresh=0.0040, n=62, Precision: 0.084
Thresh=0.0040, n=62, Recall: 0.781
Thresh=0.0040, n=62, F1 score: 0.151
Thresh=0.0040, n=62, AUROC score: 0.822
Thresh=0.0041, n=61, Accuracy: 0.861
Thresh=0.0041, n=61, Precision: 0.083
Thresh=0.0041, n=61, Recall: 0.781
Thresh=0.0041, n=61, F1 score: 0.150
Thresh=0.0041, n=61, AUROC score: 0.822
Thresh=0.0042, n=57, Accuracy: 0.859
Thresh=0.0042, n=57, Precision: 0.082
Thresh=0.0042, n=57, Recall: 0.781
Thresh=0.0042, n=57, F1 score: 0.148
Thresh=0.0042, n=57, AUROC score: 0.821
Thresh=0.0043, n=51, Accuracy: 0.853
Thresh=0.0043, n=51, Precision: 0.079
Thresh=0.0043, n=51, Recall: 0.781
Thresh=0.0043, n=51, F1 score: 0.143
Thresh=0.0043, n=51, AUROC score: 0.818
Thresh=0.0044, n=47, Accuracy: 0.848
Thresh=0.0044, n=47, Precision: 0.074
Thresh=0.0044, n=47, Recall: 0.750
Thresh=0.0044, n=47, F1 score: 0.134
Thresh=0.0044, n=47, AUROC score: 0.800
Thresh=0.0045, n=44, Accuracy: 0.854
Thresh=0.0045, n=44, Precision: 0.077
Thresh=0.0045, n=44, Recall: 0.750
Thresh=0.0045, n=44, F1 score: 0.139
Thresh=0.0045, n=44, AUROC score: 0.803
Thresh=0.0046, n=39, Accuracy: 0.867
Thresh=0.0046, n=39, Precision: 0.084
Thresh=0.0046, n=39, Recall: 0.750
Thresh=0.0046, n=39, F1 score: 0.150
Thresh=0.0046, n=39, AUROC score: 0.809
Thresh=0.0047, n=37, Accuracy: 0.868
Thresh=0.0047, n=37, Precision: 0.085
Thresh=0.0047, n=37, Recall: 0.750
Thresh=0.0047, n=37, F1 score: 0.152
Thresh=0.0047, n=37, AUROC score: 0.810
Thresh=0.0048, n=35, Accuracy: 0.856
Thresh=0.0048, n=35, Precision: 0.080
Thresh=0.0048, n=35, Recall: 0.781
Thresh=0.0048, n=35, F1 score: 0.146
Thresh=0.0048, n=35, AUROC score: 0.819
Thresh=0.0050, n=33, Accuracy: 0.865
Thresh=0.0050, n=33, Precision: 0.083
Thresh=0.0050, n=33, Recall: 0.750
Thresh=0.0050, n=33, F1 score: 0.149
Thresh=0.0050, n=33, AUROC score: 0.809
Thresh=0.0051, n=31, Accuracy: 0.844
Thresh=0.0051, n=31, Precision: 0.072
Thresh=0.0051, n=31, Recall: 0.750
Thresh=0.0051, n=31, F1 score: 0.132
Thresh=0.0051, n=31, AUROC score: 0.798
Thresh=0.0052, n=29, Accuracy: 0.842
Thresh=0.0052, n=29, Precision: 0.074
Thresh=0.0052, n=29, Recall: 0.781
Thresh=0.0052, n=29, F1 score: 0.134
Thresh=0.0052, n=29, AUROC score: 0.812
Thresh=0.0053, n=28, Accuracy: 0.859
Thresh=0.0053, n=28, Precision: 0.076
Thresh=0.0053, n=28, Recall: 0.719
Thresh=0.0053, n=28, F1 score: 0.138
Thresh=0.0053, n=28, AUROC score: 0.790
Thresh=0.0054, n=25, Accuracy: 0.865
Thresh=0.0054, n=25, Precision: 0.083
Thresh=0.0054, n=25, Recall: 0.750
Thresh=0.0054, n=25, F1 score: 0.149
Thresh=0.0054, n=25, AUROC score: 0.809
Thresh=0.0055, n=23, Accuracy: 0.865
Thresh=0.0055, n=23, Precision: 0.083
Thresh=0.0055, n=23, Recall: 0.750
Thresh=0.0055, n=23, F1 score: 0.149
Thresh=0.0055, n=23, AUROC score: 0.809
Thresh=0.0056, n=23, Accuracy: 0.863
Thresh=0.0056, n=23, Precision: 0.081
Thresh=0.0056, n=23, Recall: 0.750
Thresh=0.0056, n=23, F1 score: 0.146
Thresh=0.0056, n=23, AUROC score: 0.807
Thresh=0.0058, n=21, Accuracy: 0.859
Thresh=0.0058, n=21, Precision: 0.082
Thresh=0.0058, n=21, Recall: 0.781
Thresh=0.0058, n=21, F1 score: 0.148
Thresh=0.0058, n=21, AUROC score: 0.821
Thresh=0.0059, n=20, Accuracy: 0.857
Thresh=0.0059, n=20, Precision: 0.078
Thresh=0.0059, n=20, Recall: 0.750
Thresh=0.0059, n=20, F1 score: 0.141
Thresh=0.0059, n=20, AUROC score: 0.804
Thresh=0.0061, n=19, Accuracy: 0.853
Thresh=0.0061, n=19, Precision: 0.079
Thresh=0.0061, n=19, Recall: 0.781
Thresh=0.0061, n=19, F1 score: 0.143
Thresh=0.0061, n=19, AUROC score: 0.818
Thresh=0.0062, n=18, Accuracy: 0.862
Thresh=0.0062, n=18, Precision: 0.081
Thresh=0.0062, n=18, Recall: 0.750
Thresh=0.0062, n=18, F1 score: 0.146
Thresh=0.0062, n=18, AUROC score: 0.807
Thresh=0.0063, n=15, Accuracy: 0.840
Thresh=0.0063, n=15, Precision: 0.073
Thresh=0.0063, n=15, Recall: 0.781
Thresh=0.0063, n=15, F1 score: 0.133
Thresh=0.0063, n=15, AUROC score: 0.811
Thresh=0.0069, n=15, Accuracy: 0.853
Thresh=0.0069, n=15, Precision: 0.079
Thresh=0.0069, n=15, Recall: 0.781
Thresh=0.0069, n=15, F1 score: 0.143
Thresh=0.0069, n=15, AUROC score: 0.818
Thresh=0.0074, n=14, Accuracy: 0.841
Thresh=0.0074, n=14, Precision: 0.073
Thresh=0.0074, n=14, Recall: 0.781
Thresh=0.0074, n=14, F1 score: 0.134
Thresh=0.0074, n=14, AUROC score: 0.812
Thresh=0.0075, n=13, Accuracy: 0.844
Thresh=0.0075, n=13, Precision: 0.074
Thresh=0.0075, n=13, Recall: 0.781
Thresh=0.0075, n=13, F1 score: 0.136
Thresh=0.0075, n=13, AUROC score: 0.813
Thresh=0.0078, n=12, Accuracy: 0.818
Thresh=0.0078, n=12, Precision: 0.069
Thresh=0.0078, n=12, Recall: 0.844
Thresh=0.0078, n=12, F1 score: 0.127
Thresh=0.0078, n=12, AUROC score: 0.831
Thresh=0.0079, n=11, Accuracy: 0.817
Thresh=0.0079, n=11, Precision: 0.068
Thresh=0.0079, n=11, Recall: 0.844
Thresh=0.0079, n=11, F1 score: 0.126
Thresh=0.0079, n=11, AUROC score: 0.830
Thresh=0.0082, n=10, Accuracy: 0.818
Thresh=0.0082, n=10, Precision: 0.069
